wyscout_name,search_name,fm_name,fm_id,fm_team,match_score,face_url,wyscout_teams
A. Aguirre,Agustín Aguirre,Agustín Aguirre,2000480067,Club Atlético Boston River,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000480067.png,Agropecuario|Deportes Limache|CA Nueva Chicago
A. Anello,Agustin Anello,Agustín Anello,2000063732,Philadelphia Union,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000063732.png,Club Atlético Boston River S.A.D.|Boston River
A. Auzmendi,Agustín Auzmendi,Agustín Auzmendi,14188889,Club de Gimnasia y Esgrima La Plata,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14188889.png,Club Deportivo Godoy Cruz Antonio Tomba|Gimnasia La Plata
A. Bouzat,Agustín Bouzat,Agustín Bouzat,14045903,Houston Dynamo FC,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14045903.png,Vélez Sarsfield|Club Atlético Vélez Sarsfield
A. Díaz,Alexander Díaz,Alexander Díaz,14217809,Club Deportivo Riestra,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14217809.png,CD Riestra|Deportivo Riestra
A. Forneris,Alan Forneris,Alan Forneris,2000248371,Racing Club de Avellaneda,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000248371.png,Racing Club|Colón de Santa Fe
A. Frugone,Axel Frugone,Axel Frugone,2000342613,Defensor Sporting Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000342613.png,Cerro|Club Atlético Cerro
A. Giay,Agustín Giay,Agustín Giay,2000044680,Sociedade Esportiva Palmeiras,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000044680.png,Palmeiras|Sociedade Esportiva Palmeiras
A. Maldonado,Alexis Maldonado,Alexis Maldonado,14196680,Club Atlético Belgrano,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14196680.png,CA Banfield|CA Belgrano de Córdoba|Belgrano
A. Max,Augusto Max,Augusto Max,14044641,Club de Gimnasia y Esgrima La Plata,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14044641.png,Gimnasia La Plata|Gimnasia y Esgrima La Plata
A. Melo,Alexis Melo,Alexis Melo,2000172422,Club Atlético All Boys,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000172422.png,Vinotinto de Ecuador|Vinotinto de Ecuador FC
A. Montoro,Alvaro Montoro,Álvaro Montoro,2000188763,Botafogo de Futebol e Regatas SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000188763.png,Botafogo|Club Atlético Vélez Sarsfield|Botafogo de Futebol e Regatas
A. Olinick,Alan Olinick,Alan Olinick,2000052186,Club Atlético Racing de Córdoba,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000052186.png,Orense SC|Racing Córdoba
A. Osella,Alejo Osella,Alejo Osella,2000166240,Club Sportivo Independiente Rivadavia,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000166240.png,Independiente Rivadavia|CS Independiente Rivadavia
A. Schott,Augusto Schott,Augusto Schott,14181170,Club Atlético Talleres de Córdoba,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14181170.png,Talleres Córdoba|Club Atlético Talleres
A. Vombergar,Andrés Vombergar,Andrés Vombergar,14140347,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14140347.png,Club Atlético San Lorenzo de Almagro
A. Véliz,Alejo Véliz,Alejo Veliz,2000096330,Club Atlético Rosario Central,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000096330.png,Rosario Central|Club Atlético Rosario Central
A. Álvarez,Agustín Álvarez Wallace,Agustín Álvarez Wallace,78094307,Racing Club de Montevideo,100,https://sortitoutsi.b-cdn.net/uploads/face/face_78094307.png,Unión La Calera|Delfin|CD Unión La Calera
Aaron Sandoval,Aaron Sandoval,Aarón Sandoval,51016138,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_51016138.png,CA Los Andes
Abner,Abner Salles da Silva,Abner,2000246648,Riga FC,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000246648.png,Juventude|Juventude RS
Adailton,Adailton dos Santos da Silva,Adailton,19055478,Yokohama FC,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19055478.png,Clube do Remo|Yokohama
Ademilson,Ademilson Braga Bispo Junior,Ademilson,19161405,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19161405.png,Operário Ferroviário EC
Ademir,Ademir da Silva Santos Junior,Ademir,19409404,Esporte Clube Bahia SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19409404.png,Esporte Clube Bahia|Bahia
Aderlan,Aderlan de Lima Silva,Aderlan,19095247,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19095247.png,SC do Recife
Adler,Adler,Adler,83129048,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_83129048.png,Slovan Bratislava
Adolfo Tallura,Adolfo Tallura,Adolfo Tallura,14049799,Club de Gimnasia y Tiro de Salta,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14049799.png,Club de Gimnasia y Tiro de Salta
Adrianinho,Adrianinho,Adrianinho,14525,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14525.png,Brusque
Adriano,Adriano,Adriano,315865,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_315865.png,Raków Częstochowa
Adriano Firmino,Adriano Firmino,Adriano Firmino,19380453,Wuhan Three Towns,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19380453.png,Santa Clara
Adriel,Adriel,Adriel,19297054,Ha Noi FC,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19297054.png,Sport Recife|Ha Noi
Adrián Arregui,Adrián Arregui,Adrián Arregui,14035965,Club Atlético Temperley,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14035965.png,CA Temperley
Adryan,Adryan,Adryan,19124583,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19124583.png,ABC
Adryelson,Adryelson,Adryelson,19250021,Al-Wasl,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19250021.png,Al Wasl
Adson,Adson,Adson,19380038,Club de Regatas Vasco da Gama SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19380038.png,Rio Branco SP
Adyson,Adyson,Adyson,2000158452,Al-Bataeh,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000158452.png,Al Bataeh
Afonso,Afonso,Afonso,741711,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_741711.png,
Agustín Arce,Agustín Arce,Agustín Arce,2000129830,Universidad de Chile,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000129830.png,Deportes Limache
Agustín Bianciotti,Agustín Bianciotti,Agustín Bianciotti,2000269084,Metropolitanos de Caracas Fútbol Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000269084.png,CA Central Norte
Agustín Gallo,Agustín Gallo,Agustín Gallo,14209430,Club Atlético All Boys,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14209430.png,CA All Boys
Agustín Quiroga,Agustín Quiroga,Agustín Quiroga,14217162,Club Central Córdoba de Santiago del Estero,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14217162.png,CA Chacarita Juniors
Agustín Rogel,Agustín Maximiliano Rogel Paita,Agustín Rogel,78078857,Club Nacional de Football,100,https://sortitoutsi.b-cdn.net/uploads/face/face_78078857.png,SC Internacional|Hertha BSC
Airton,Airton,Aírton,19157376,Prachuap FC,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19157376.png,Prachuap
Aitor Cantalapiedra,Aitor Cantalapiedra Fernández,Aitor Cantalapiedra,67201633,Esporte Clube Vitória,100,https://sortitoutsi.b-cdn.net/uploads/face/face_67201633.png,Vitória|EC Vitória
Alan,Alan,Alan,19207207,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19207207.png,Moreirense
Alan Empereur,Alan Pereira Empereur,Alan Empereur,43069211,Cuiabá Esporte Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_43069211.png,Cuiaba Esporte Club|Cuiabá
Alan Franco,Alan Steven Franco Palma,Alan Franco,86066841,Clube Atlético Mineiro SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_86066841.png,Clube Atlético Mineiro|Atlético Mineiro
Alan Kardec,Alan Kardec de Souza Pereira Junior,Alan Kardec,19012140,Esporte Clube Juventude,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19012140.png,Juventude|Club Athletico Paranaense
Alan Patrick,Alan Patrick Lourenço,Alan Patrick,19084056,Sport Club Internacional,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19084056.png,Internacional|SC Internacional
Alan Rodríguez,Alan Francisco Rodríguez Armoa,Alan Rodríguez,79031732,Club Olimpia,100,https://sortitoutsi.b-cdn.net/uploads/face/face_79031732.png,Rosario Central|Clube do Remo
Alan Ruschel,Alan Luciano Ruschel,Alan Ruschel,19052745,Esporte Clube Juventude,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19052745.png,Juventude|Juventude RS
Alason Carioca,Alason Carioca,Alason Carioca,19291700,Ituano Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19291700.png,Ituano
Albano,Albano Sehn Neto,Albano,2000055584,Associação Ferroviária de Esportes,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000055584.png,Ferroviária|Associação Ferroviária de Esportes
Alef Manga,Alef Mangueira Severino Pereira,Alef Manga,83259149,Clube do Remo,100,https://sortitoutsi.b-cdn.net/uploads/face/face_83259149.png,Remo|Avaí Futebol Clube
Alegria,Alegria,Alegria,2000279187,ZTE Football Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000279187.png,Zalaegerszegi TE
Alemão,Alemão,Alemão,19333258,Rayo Vallecano de Madrid,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19333258.png,Rayo Vallecano|LASK
Alerrandro,Alerrandro,Alerrandro,19296892,Sport Club Internacional,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19296892.png,Internacional
Alesson,Alesson dos Santos Batista,Alesson,19306798,Mirassol Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19306798.png,Mirassol Futebol Clube|Mirassol
Alex Bruno,Alex Bruno,Alex Bruno,1915426362,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_1915426362.png,Plaza Colonia
Alex Nascimento,Alex de Oliveira Nascimento,Alex Nascimento,19290866,Santos Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19290866.png,Santos|Athletic Club (Minas Gerais)
Alex Sandro,Alex Sandro Lobo Silva,Alex Sandro,19067093,Clube de Regatas do Flamengo,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19067093.png,CR Flamengo|Flamengo
Alex Santana,Alex Santana,Alex Santana,19167419,Sport Club Corinthians Paulista,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19167419.png,Corinthians
Alex Silva,Alex da Silva,Alex da Silva,83141588,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_83141588.png,Ceará|Coritiba FBC
Alex Teixeira,Alex Teixeira,Alex Teixeira,19007730,MGS Panserraikos,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19007730.png,Panserraikos
Alex Telles,Alex Nicolao Telles,Alex Telles,19162830,Botafogo de Futebol e Regatas SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19162830.png,Botafogo|Botafogo de Futebol e Regatas
Alexander Aravena,Alexander Aravena,Alexander Aravena,75055397,Portland Timbers,100,https://sortitoutsi.b-cdn.net/uploads/face/face_75055397.png,Grêmio
Alexander Barboza,Alexander Nahuel Barboza Ullúa,Alexander Barboza,14076367,Botafogo de Futebol e Regatas SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14076367.png,Botafogo|Botafogo de Futebol e Regatas
Alexandre,Alexandre,Alexandre,1915423147,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_1915423147.png,Levadia
Alexandre Talento,Alexandre Talento,Alexandre Talento,36130470,Associação Cultural e Desportiva Potiguar,100,https://sortitoutsi.b-cdn.net/uploads/face/face_36130470.png,
Alexandro Bernabei,Alexandro Ezequiel Bernabéi,Alexandro Bernabei,14217260,Sport Club Internacional,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14217260.png,Internacional|SC Internacional
Alexis Steimbach,Alexis Steimbach,Alexis Steimbach,2000098390,Club de Gimnasia y Esgrima La Plata,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000098390.png,CSyD Tristán Suárez
Alexis Zapata,Alexis Zapata,Alexis Zapata,76037207,Independiente Santa Fe S.A.,100,https://sortitoutsi.b-cdn.net/uploads/face/face_76037207.png,Santa Fe
Alexsander,Alexsander Cristhian Gomes da Costa,Alexsander,2000084501,Clube Atlético Mineiro SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000084501.png,Clube Atlético Mineiro|Atlético Mineiro
Alisson,Alisson Euler de Freitas Castro,Alisson,19189685,Fluminense Football Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19189685.png,São Paulo|São Paulo FC
Alisson Cassiano,Alisson Cassiano,Alisson Cassiano,19217154,Brusque Futebol Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19217154.png,Brusque
Alisson Safira,Alisson Pelegrini Safira,Alisson Safira,19301564,Esporte Clube Juventude,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19301564.png,Juventude|Cuiaba Esporte Club
Alisson Santana,Alisson Santana,Alisson Santana,19174941,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19174941.png,Shakhtar Donetsk
Alisson Santos,Alisson Santos,Alisson Santos,19404391,S.S.C. Napoli,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19404391.png,Napoli
Alisson Taddei,Alisson Taddei,Alisson Taddei,19370696,América Futebol Clube SAF (RN),100,https://sortitoutsi.b-cdn.net/uploads/face/face_19370696.png,América RN
Allan,Allan Rodrigues de Souza,Allan,19260884,Sport Club Corinthians Paulista,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19260884.png,CR Flamengo|Botafogo
Allan Godói,Allan Godói Santos,Allan Godói,2000212613,Göztepe A.Ş.,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000212613.png,Operário Ferroviário EC|Göztepe
Allano,Allano Brendon de Souza Lima,Allano,19171410,Persija Jakarta,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19171410.png,Operário Ferroviário EC|Persija
Allanzinho,Allanzinho,Allanzinho,19390536,Atlético Clube Goianiense SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19390536.png,Juventude
Allyson,Allyson,Allyson,67197888,Boiro,100,https://sortitoutsi.b-cdn.net/uploads/face/face_67197888.png,Avaí
Aloisio,Aloisio,Aloísio,8833551,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_8833551.png,Ceará
Alvaro Ribeiro,Alvaro Ribeiro,Álvaro Ribeiro,83127558,Associação Desportiva Darquense,100,https://sortitoutsi.b-cdn.net/uploads/face/face_83127558.png,North Texas
Alyson,Alyson Vinicius Almeida Neves,Alyson,19291517,Amazonas Futebol Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19291517.png,Amazonas|Amazonas FC
Alysson,Alysson,Alysson,1915427035,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_1915427035.png,Farense|Stade Tunisien
Alysson Edward,Alysson Edward Franco da Rocha,Alysson Edward,2000277689,Aston Villa,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000277689.png,Aston Villa|Grêmio FB Porto Alegrense
Alê,Alê,Alê,19171688,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19171688.png,América Mineiro
Amilton,Amilton,Amilton,55069820,Esenler Erokspor,100,https://sortitoutsi.b-cdn.net/uploads/face/face_55069820.png,Esenler Erokspor
Ander Herrera,Ander Herrera,Ander Herrera,67009261,Club Atlético Boca Juniors,100,https://sortitoutsi.b-cdn.net/uploads/face/face_67009261.png,Boca Juniors
Anderson,Anderson,Anderson,317225,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_317225.png,Blau-Weiß Linz|Vila Nova
Anderson Ceará,Anderson Ceará,Anderson Ceará,19339464,AFK Csikszereda Miercurea Ciuc,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19339464.png,Csikszereda Miercurea Ciuc
Anderson Leite,Anderson Leite Morais,Anderson Leite,19255932,Al-Muharraq Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19255932.png,Paysandu|Paysandu SC
Anderson Ligeiro,Anderson Ligeiro,Anderson Ligeiro,19249477,Grêmio Desportivo Prudente,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19249477.png,Grêmio Prudente
Anderson Lopes,Anderson Lopes,Anderson Lopes,19190441,Lion City Sailors FC,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19190441.png,Lion City Sailors FC
Anderson Oliveira,Anderson Oliveira,Anderson Oliveira,19319454,FC Seoul,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19319454.png,Seoul
Anderson Silva,Anderson Silva,Anderson Silva,8829892,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_8829892.png,Pafos
Anderson Zangão,Anderson Zangão,Anderson Zangão,19228811,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19228811.png,
Andre Clóvis,Andre Clóvis,André Clovis,19292703,Académico de Viseu Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19292703.png,Académico de Viseu F.C.
Andre Shinyashiki,Andre Shinyashiki,André Shinyashiki,72052876,Arda 1924 Kardzhali,100,https://sortitoutsi.b-cdn.net/uploads/face/face_72052876.png,Arda
Andreas Pereira,Andreas Hoelgebaum Pereira,Andreas Pereira,28085588,Sociedade Esportiva Palmeiras,100,https://sortitoutsi.b-cdn.net/uploads/face/face_28085588.png,Palmeiras|Sociedade Esportiva Palmeiras
Andrei Alba,Andrei Alba,Andrei Alba,19241666,Persis Solo,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19241666.png,Persis Solo
Andrey,Andrey Felisberto Dos Santos,Andrey,19399110,Clube Desportivo Santa Clara,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19399110.png,Avaí Futebol Clube|Mafra
André,André,André,13110322,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_13110322.png,Operário PR
André Cardoso,André Cardoso,André Cardoso,83228735,Clube Sport Marítimo B,100,https://sortitoutsi.b-cdn.net/uploads/face/face_83228735.png,Londrina
André Dhominique,André Dhominique,André Dhominique,2000136299,Londrina Esporte Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000136299.png,Londrina
André Henrique,André Henrique da Silva Martins,André Henrique,2000034893,Grêmio Foot-Ball Porto Alegrense,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000034893.png,Grêmio FB Porto Alegrense|Grêmio
André Luis,André Luis da Costa Alfredo,André Luis,19215477,Vila Nova Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19215477.png,Vila Nova|Vila Nova FC|Mirassol
André Luiz,André Luiz Guimarães Siqueira Junior,André Luiz,19408869,Londrina Esporte Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19408869.png,Londrina|Olympiacos Piraeus|Volta Redonda FC
André Ramalho,André Ramalho Silva,André Ramalho,16097159,Sport Club Corinthians Paulista,100,https://sortitoutsi.b-cdn.net/uploads/face/face_16097159.png,Sport Club Corinthians Paulista|Corinthians
André Rosa,André Rosa,André Rosa,19405784,Clube Desportivo Trofense,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19405784.png,Trofense
Anselmo Ramon,Anselmo Ramon Alves Erculano,Anselmo Ramon,19021608,Goiás Esporte Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19021608.png,Goiás EC|Goiás
Anthony,Anthony,Anthony,23035340,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_23035340.png,Goiás
Antonio Napolitano,Antonio Napolitano,Antonio Napolitano,43213817,A.S.D. San Felice A.C. Normanna,100,https://sortitoutsi.b-cdn.net/uploads/face/face_43213817.png,CA Chacarita Juniors
Antony,Antony,Antony,19338230,Real Betis Balompié,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19338230.png,Portland Timbers
Antônio Carlos,Antônio Carlos,Antônio Carlos,19171009,Houston Dynamo FC,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19171009.png,Houston Dynamo
Ari Moura,Ari Moura,Ari Moura,19338873,Metalist 1925 Kharkiv,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19338873.png,Metalist 1925 Kharkiv
Ariel,Ariel,Ariel,67189467,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_67189467.png,Atlético GO
Arielson,Arielson,Arielson,2000215690,Damac Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000215690.png,Dhamk
Arilson,Arilson,Arilson,2000143024,Betim Futebol,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000143024.png,
Arnaldo,Arnaldo,Arnaldo,19162606,Clube Náutico Capibaribe,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19162606.png,Náutico
Arthur,Arthur Henrique Ramos de Oliveira Melo,Arthur,19259600,Grêmio Foot-Ball Porto Alegrense,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19259600.png,Grêmio FB Porto Alegrense|Grêmio|Bangkok United
Arthur Bonaldo,Arthur Bonaldo,Arthur Bonaldo,19267279,C.E. Sabadell F.C.,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19267279.png,Sabadell
Arthur Cabral,Arthur Mendonça Cabral,Arthur Cabral,19266403,Botafogo de Futebol e Regatas SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19266403.png,Botafogo|Botafogo de Futebol e Regatas
Arthur Caíke,Arthur Caíke,Arthur Caike,19180530,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19180530.png,
Arthur Gomes,Arthur Gomes,Arthur Gomes,19273279,Dinamo Moscow,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19273279.png,Dinamo Moskva
Arthur Goulart,Arthur Goulart,Arthur Goulart,2000407534,FC Oleksandriia-2,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000407534.png,Oleksandria II
Arthur Sousa,Arthur Sousa Araújo,Arthur Sousa,2000031431,Houston Dynamo FC 2,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000031431.png,América Mineiro FC|Red Bull Bragantino
Artur,Artur Victor Guimarães,Artur,19261284,São Paulo Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19261284.png,América Mineiro|Botafogo|Botafogo de Futebol e Regatas
Atanasio,Atanasio,Atanásio,2000368506,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000368506.png,Oliveira Hospital
Auremir,Auremir,Auremir,19153572,Clube Náutico Capibaribe,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19153572.png,Náutico
Aylon,Aylon Darwin Tavella,Aylon,19225947,Operário Ferroviário Esporte Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19225947.png,Operário PR|Ceará Sporting Club
Ayrton Lucas,Ayrton Lucas Dantas de Medeiros,Ayrton Lucas,19284037,Clube de Regatas do Flamengo,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19284037.png,CR Flamengo|Flamengo
B. Merlini,Bautista Merlini,Bautista Merlini,14091569,Club Atlético Platense,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14091569.png,Gimnasia y Esgrima La Plata|Platense
B. Ramirez,Brian Ramirez,Brian Ramírez,2000045354,FK Spartak Ždrepčeva krv Subotica,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000045354.png,Manta|Manta FC
B. Rollheiser,Benjamín Rollheiser,Benjamín Rollheiser,14183203,Santos Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14183203.png,Santos|Santos Futebol Clube
B. Zapelli,Bruno Zapelli,Bruno Zapelli,14221545,Clube Athlético Paranaense,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14221545.png,Club Athletico Paranaense
B. Zuculini,Bruno Zuculini,Bruno Zuculini,14018037,Racing Club de Avellaneda,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14018037.png,Racing Club|Racing Club de Avellaneda
Baianinho,Baianinho,Baianinho,2000390453,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000390453.png,Ponte Preta
Baldória,Baldória,Baldória,2000351790,Goiás Esporte Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000351790.png,Goiás
Baralhas,Gabriel Baralhas dos Santos,Baralhas,19339282,Esporte Clube Vitória,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19339282.png,Vitória|EC Vitória
Benedetti,Benedetti,Benedetti,2000263998,Sociedade Esportiva Palmeiras,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000263998.png,Palmeiras
Bernard,Bernard,Bernard,19152048,Clube Atlético Mineiro SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19152048.png,Atlético Mineiro
Bernardo,Bernardo,Bernardo,1915418682,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_1915418682.png,Operário PR
Bernardo Schappo,Bernardo Schappo,Bernardo Schappo,19304926,Club Football Estrela da Amadora,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19304926.png,Estrela Amadora|Vila Nova FC
Beto,Beto,Beto,55029796,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_55029796.png,
Betão,Betão,Betão,13192377,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_13192377.png,Náutico
Biel,Biel,Biel,2000086485,Al-Taawoun Football Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000086485.png,Sport Recife
Bill,Bill,Bill,2108372,Clube Laguna SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2108372.png,
Bissoli,Bissoli,Bissoli,19290853,Buriram United,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19290853.png,Buriram United
Bitello,Bitello,Bitello,19382573,Dinamo Moscow,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19382573.png,Dinamo Moskva
Bolivar Tobar,Bolivar Tobar,Bolívar Tobar,2000365346,Club Sport Emelec,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000365346.png,Emelec
Boschilia,Gabriel Boschilia,Boschilia,19202696,Operário Ferroviário Esporte Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19202696.png,Operário PR|Operário Ferroviário EC
Braian Aguirre,Braian Nahuel Aguirre,Braian Aguirre,14247637,Sport Club Internacional,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14247637.png,Internacional|SC Internacional
Braian Aranda,Braian Aranda,Braian Aranda,2000050301,Club Atlético Posadas,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000050301.png,Club Argentino Agropecuario de Carlos Casares
Brandão,Brandão,Brandão,2000246454,Associação Atlética Ponte Preta,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000246454.png,Ponte Preta
Brayann,Brayann,Brayann,2000127693,Goiás Esporte Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000127693.png,Goiás
Brenner,Brenner,Brenner,19302917,Club de Regatas Vasco da Gama SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19302917.png,Santa Clara
Breno,Breno,Breno,19125414,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19125414.png,Sport Recife
Breno Almeida,Breno Almeida,Breno Almeida,2000049552,Neftçi Peşakar Futbol Klubu,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000049552.png,Ethnikos Achnas
Breno Bidon,Breno de Souza Bidon,Breno Bidon,2000161829,Sport Club Corinthians Paulista,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000161829.png,Sport Club Corinthians Paulista|Corinthians
