wyscout_name,search_name,fm_name,fm_id,fm_team,match_score,face_url,wyscout_teams
Jordan,Jordan,Jordan,85128238,Clube Desportivo de Tondela,100,https://sortitoutsi.b-cdn.net/uploads/face/face_85128238.png,Zorya
Jordy Monroy,Jordy Joâo Monroy Ararat,Jordy Monroy,76046307,Sociedad Deportivo Pereira F.C. S.A.,100,https://sortitoutsi.b-cdn.net/uploads/face/face_76046307.png,Independiente Santa Fe|Deportivo Pereira
Jorge,Jorge Marco de Oliveira Moraes,Jorge,19226738,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19226738.png,Remo|Clube do Remo
Jorge Barbosa,Jorge Barbosa,Jorge Barbosa,83132934,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_83132934.png,Pohang Steelers
Jorginho,Jorge Luiz Frello Filho,Jorginho,43036641,Clube de Regatas do Flamengo,100,https://sortitoutsi.b-cdn.net/uploads/face/face_43036641.png,CR Flamengo|Flamengo
Jose Martin,Jose Martin,José Martin,2000208119,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000208119.png,Domžale
Joseph,Joseph Mauricio de Oliveira Figueiredo,Joseph,19394215,Zakho Sport Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19394215.png,Zakho|Operário Ferroviário EC
Josué,Josué Filipe Soares Pesqueira,Josué,55013011,Coritiba Foot Ball Club SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_55013011.png,Coritiba FBC|Coritiba
José Aldo,José Aldo Soares de Oliveira Filho,José Aldo,19271927,Mirassol Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19271927.png,Mirassol Futebol Clube|Mirassol
José Fajardo,José Fajardo Nelson,José Fajardo,80031700,Club Deportivo Universidad Católica del Ecuador,100,https://sortitoutsi.b-cdn.net/uploads/face/face_80031700.png,CD Universidad Católica del Ecuador|Universidad Católica
Jota,Jota,Jota,19207148,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19207148.png,Athletic Club
Jotave,Jotave,Jotavê,2000231429,Portimonense Sporting Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000231429.png,Portimonense
João Adriano,João Adriano,João Adriano,19409299,União Desportiva Oliveirense,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19409299.png,UD Oliveirense
João Afonso,João Afonso,João Afonso,55063744,Clube Desportivo de Tondela,100,https://sortitoutsi.b-cdn.net/uploads/face/face_55063744.png,Rayong
João Ananias,João Ananias,João Ananias,19173585,Ungmennafélag Njarðvíkur,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19173585.png,Njardvík
João Augusto,João Augusto,João Augusto,19370699,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19370699.png,
João Basso,João Othavio Basso,João Basso,19287059,Cuiabá Esporte Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19287059.png,Cuiabá|Santos Futebol Clube
João Bezerra,João Bezerra,João Bezerra,2000111086,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000111086.png,Avaí
João Carlos,João Carlos,João Carlos,55082368,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_55082368.png,Criciúma
João Cesco,João Cesco,João Cesco,43609550,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_43609550.png,Enosis
João Cruz,João Cruz,João Cruz,2000230043,Clube Athlético Paranaense,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000230043.png,Athletico Paranaense
João Custódio,João Custódio,João Custódio,83219417,Associação Recreativa e Cultural de Oleiros,100,https://sortitoutsi.b-cdn.net/uploads/face/face_83219417.png,Chornomorets
João Erick,João Erick,João Erick,19339557,FK Željezničar Sarajevo,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19339557.png,Željezničar
João Felipe,João Felipe,João Felipe,1915426205,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_1915426205.png,Inter Santa Maria
João Fersura,João Fersura,João Fersura,,U.D. Ibiza,100,https://sortitoutsi.b-cdn.net/uploads/face/face_.png,Ibiza
João Figueiredo,João Figueiredo,João Figueiredo,19296886,Johor Darul Ta'zim FC,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19296886.png,Johor Darul Ta'zim
João Gabriel,João Gabriel,João Gabriel,2111979,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2111979.png,Ponte Preta
João Guilherme,João Guilherme,João Guilherme,2000248465,Académico de Viseu Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000248465.png,Académico de Viseu F.C.
João Henrique,João Henrique,João Henrique,19222259,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19222259.png,
João Lourenço,João Lourenço,João Lourenço,83105417,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_83105417.png,Atlético de San Luis U21
João Lucas,João Lucas de Almeida Carvalho,João Lucas,19351927,Clube do Remo,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19351927.png,Velo Clube|Grêmio FB Porto Alegrense|Grêmio|Fortaleza
João Luiz,João Luiz,João Luiz,19319369,FC Blau Weiß Linz,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19319369.png,Blau-Weiß Linz
João Maistro,João Maistro,João Maistro,19393729,Avaí Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19393729.png,Avaí
João Marcelo,João Marcelo,João Marcelo,2000022861,Cruzeiro Esporte Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000022861.png,Shabab Al Ahli Dubai
João Marcos,João Marcos,João Marcos,2000091852,Al-Ain FC,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000091852.png,Feirense
João Matos,João Matos,João Matos,55033054,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_55033054.png,Sporting Braga II
João Miguel,João Miguel,João Miguel,83124020,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_83124020.png,Athletic Club
João Muniz,João Muniz,João Muniz,2000146575,Sporting Clube de Portugal B,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000146575.png,Sporting CP II
João Neto,João Neto,João Neto,2000079325,Clube de Regatas Brasil,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000079325.png,CRB
João Paulo,João Paulo Silveira dos Santos,João Paulo,83257022,Associação Ferroviária de Esportes,100,https://sortitoutsi.b-cdn.net/uploads/face/face_83257022.png,Chapecoense|Chapecoense AF
João Rafael,João Rafael,João Rafael,5341227,Tersana Sporting Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_5341227.png,Felgueiras 1932
João Scatolin,João Scatolin,João Scatolin,2000518252,Esporte Clube Juventude,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000518252.png,Juventude
João Schmidt,João Felipe Schmidt Urbano,João Schmidt,19102937,Santos Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19102937.png,Santos|Santos Futebol Clube
João Silva,João Pedro Eira Antunes da Silva,João Silva,83111507,Clube Desportivo de Tondela,100,https://sortitoutsi.b-cdn.net/uploads/face/face_83111507.png,SC do Recife
João Vialle,João Vialle,João Vialle,2000067325,Polissia Zhytomyr,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000067325.png,Polissya
João Victor,João Victor da Silva Marcelino,João Victor,19296885,CSKA Moscow,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19296885.png,Paços de Ferreira|CR Vasco da Gama|Joinville|CSKA Moskva|Mirassol
João Vieira,João Pedro Vieira,João Pedro Vieira,2000336683,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000336683.png,Vila Nova|Vila Nova FC
João Vitor,João Vitor de Souza Martins,João Vitor,19381428,Associação Chapecoense de Futebol,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19381428.png,Londrina|Grêmio Novorizontino|Dibba Al Hisn|Chapecoense|Avaí Futebol Clube|Coritiba
Juan,Juan,Juan,67180143,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_67180143.png,Göztepe
Juan Alano,Juan Alano,Juan Alano,19338194,Ceará Sporting Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19338194.png,Ceará
Juan Antonini,Juan Antonini,Juan Antonini,14227115,Asociación Atlética Estudiantes de Río Cuarto,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14227115.png,AA Estudiantes de Río Cuarto
Juan Christian,Juan Christian Pereira Coelho,Juan Christian,2000034590,Riga FC,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000034590.png,Juventude|Cuiaba Esporte Club
Juan Cruz Esquivel,Juan Cruz Esquivel,Juan Cruz Esquivel,14226046,Club Deportivo Morón,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14226046.png,CA San Martín de Tucumán
Juan Ignacio Sills,Juan Ignacio Sills,Juan Ignacio Sills,80004192,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_80004192.png,Club Argentino Agropecuario de Carlos Casares
Juan Manuel Carrizo,Juan Manuel Carrizo,Juan Manuel Carrizo,2000247084,Club Atlético Chaco For Ever,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000247084.png,Club Atlético Chaco For Ever
Juan Martín Lucero,Juan Martín Lucero,Juan Martín Lucero,14041291,Universidad de Chile,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14041291.png,Fortaleza EC
Juan Pablo De La Reta,Juan Pablo De La Reta,Juan Pablo De la Reta,2000160857,Club Deportivo Maipú,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000160857.png,CD Maipú
Juan Pablo Gobetto,Juan Pablo Gobetto,Juan Pablo Gobetto,14080613,Club Deportivo Maipú,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14080613.png,Club Atlético Alvarado Mar del Plata
Juan Pablo Passaglia,Juan Pablo Passaglia,Juan Pablo Passaglia,14006606,Club Atlético All Boys,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14006606.png,CA All Boys
Juan Pablo Pignani,Juan Pablo Pignani,Juan Pablo Pignani,2000129284,Club Central Córdoba de Santiago del Estero,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000129284.png,Central Córdoba SdE|Club Atlético Central Córdoba
Juan Rodrigues,Juan Rodrigues,Juan Rodrigues,2000495433,Associação Atlética Ponte Preta,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000495433.png,Ponte Preta
Jubal,Jubal,Jubal,19172374,FK Krasnodar,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19172374.png,Krasnodar
Judivan,Judivan,Judivan,19169914,Phrae United,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19169914.png,Phrae United
Julimar,Julimar,Julimar,19356259,Clube Athlético Paranaense,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19356259.png,Athletico Paranaense
Julio Cesar,Julio Cesar,Júlio César,19157040,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19157040.png,
Julián Angulo,Julián Estiben Angulo Sevillano,Julian Angulo,2000083928,Azul y Blanco Millonarios Fútbol Club S. A.,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000083928.png,Millonarios|Club Llaneros SA
Julián Marcioni,Julián Marcioni,Julián Marcioni,14185341,Club Atlético Colón de Santa Fe,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14185341.png,Club Atlético Patronato
Julián Rodriguez Vuotto,Julián Rodriguez Vuotto,Julián Rodríguez Vuotto,14183206,Club Atlético Los Andes,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14183206.png,CA Nueva Chicago
Julián Vignolo,Julián Vignolo,Julián Vignolo,2000289491,Toulouse FC,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000289491.png,CA Racing de Córdoba
Julián Vila,Julián Vila,Julián Vila,14219437,Arsenal Fútbol Club de Sarandí,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14219437.png,Arsenal de Sarandí
Julián Vitale,Julián Vitale,Julián Vitale,14083095,Club Almagro,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14083095.png,Club Almagro
Juninho,Eduardo José Barbosa da Silva Júnior,Juninho,19190742,Clube Náutico Capibaribe,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19190742.png,Náutico|Grêmio Novorizontino|Londrina|Kitchee|Pumas UNAM|Associação Ferroviária de Esportes|Independente FSJ|Goiás
Juninho Capixaba,Luis Antonio da Rocha Júnior,Juninho Capixaba,19311395,Red Bull Bragantino,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19311395.png,Red Bull Bragantino
Juninho Monteiro,Juninho Monteiro,Juninho Monteiro,2000043995,Volta Redonda Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000043995.png,Volta Redonda
Juninho Rocha,Juninho Rocha,Juninho Rocha,78087721,FC Pohang Steelers,100,https://sortitoutsi.b-cdn.net/uploads/face/face_78087721.png,Pohang Steelers
Junior,Junior,Júnior,83178444,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_83178444.png,Sergipe
Jáderson,Jáderson Flores dos Reis,Jaderson,19319725,Clube do Remo,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19319725.png,Remo|Clube do Remo
Jádson,Jádson Alves dos Santos,Jádson,19180532,Clube Athlético Paranaense,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19180532.png,Juventude RS|Athletico Paranaense
Jája Silva,Jandir Breno Souza Silva,Jaja Silva,19410262,Clube do Remo,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19410262.png,Goiás EC|Goiás
Júlio,Júlio,Júlio,23078511,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_23078511.png,Ponte Preta
Júlio César,Júlio César Alves Gonçalves,Júlio César,2000123119,Ceará Sporting Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000123119.png,América Mineiro FC|Ceará
Júlio Romão,Júlio Romão,Júlio Romão,19337923,Ferencvárosi Torna Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19337923.png,Ferencváros
Júnior Alonso,Júnior Osmar Ignacio Alonso Mujica,Junior Alonso,79024221,Clube Atlético Mineiro SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_79024221.png,Clube Atlético Mineiro|Atlético Mineiro
Júnior Batista,Júnior Batista,Júnior Batista,83239249,Hoang Anh Gia Lai,100,https://sortitoutsi.b-cdn.net/uploads/face/face_83239249.png,Hoang Anh Gia Lai
Júnior Fialho,Júnior Fialho,Júnior Fialho,19299025,Betim Futebol,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19299025.png,Retrô
Júnior Morais,Júnior Morais,Júnior Morais,19108533,FC Metaloglobus Bucureşti,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19108533.png,Metaloglobus
Júnior Santos,Júnior Santos,Júnior Santos,19366935,Botafogo de Futebol e Regatas SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19366935.png,Atlético Mineiro
Júnior Tavares,Júnior Tavares,Júnior Tavares,19259596,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19259596.png,
Júnior Todinho,Geremias Ribeiro Júnior,Júnior Todinho,19329096,Clube Náutico Capibaribe,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19329096.png,Náutico|Vila Nova FC
K. Jappert,Kevin Jappert,Kevin Jappert,2000191985,Club Atlético Barracas Central,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000191985.png,CA Barracas Central|Barracas Central
K. Ortíz,Kevin Ortíz,Kevin Ortiz,2000165575,Club Atlético Tucumán,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000165575.png,Atlético Tucumán|CA Tucuman
Kadu,Kadu,Kadú,55042036,PSBS Biak,100,https://sortitoutsi.b-cdn.net/uploads/face/face_55042036.png,Goiás
Kahuan Vinicius,Kahuan Vinicius,Kahuan Vinícius,2000416851,MFK Karviná,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000416851.png,Karviná
Kaick,Kaick,Kaick,2000124265,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000124265.png,Dallas
Kaiki,Kaiki Bruno da Silva,Kaiki,2000086175,Cruzeiro Esporte Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000086175.png,Cruzeiro EC|Cruzeiro
Kaiky,Kaiky,Kaiky,2000015032,Shabab Al-Ahli Dubai FC,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000015032.png,Shabab Al Ahli Dubai
Kaio Eduardo,Kaio Eduardo,Kaio Eduardo,2000440492,FC Basel 1893,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000440492.png,Basel
Kaio Ganga,Kaio Ganga,Kaio Ganga,2000374072,Associação Atlética Ponte Preta,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000374072.png,Ponte Preta
Kaio Jorge,Kaio Jorge Pinto Ramos,Kaio Jorge,19348862,Cruzeiro Esporte Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19348862.png,Cruzeiro EC|Cruzeiro
Kaio Mendes,Kaio Mendes,Kaio Mendes,19258723,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19258723.png,
Kaique Maciel,Kaique Maciel,Kaíque Maciel,2000032805,Associação Atlética Aparecidense,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000032805.png,Marcílio Dias
Kaique Rocha,Kaique Rocha,Kaíque Rocha,19326025,Casa Pia Atlético Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19326025.png,Casa Pia AC
Kanu,Victor Hugo Soares dos Santos,Kanu,19307359,Esporte Clube Bahia SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19307359.png,Esporte Clube Bahia|Bahia
Kauan,Kauan Rodrigues da Silva,Kauan,2000243377,Athletic Club SAF (MG),100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000243377.png,AC Goianiense|Athletic Club
Kauan Alemão,Kauan Alemão,Kauan Alemão,,Grêmio Novorizontino SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_.png,Grêmio Novorizontino
Kauan Cristtyan,Kauan Cristtyan,Kauan Cristtyan,2000436463,Cuiabá Esporte Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000436463.png,Cuiabá
Kauan Ferreira,Kauan Ferreira,Kauan Ferreira,2000086014,Futebol Clube Paços de Ferreira,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000086014.png,Paços de Ferreira
Kauan Kelvin,Kauan Kelvin,Kauan Kelvin,2000086449,Sporting Clube de Braga B,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000086449.png,Sporting Braga II
Kauan Lindes,Kauan Lindes,Kauan Lindes,2000292896,Athletic Club SAF (MG),100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000292896.png,Athletic Club
Kauã,Kauã,Kauã,2000206953,Criciúma Esporte Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000206953.png,Ceará
Kauã Dias,Kauã Dias,Kauã Dias,2000273145,Avaí Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000273145.png,Avaí
Kauã Elias,Kauã Elias,Kauã Elias,2000219701,Shakhtar Donetsk,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000219701.png,Shakhtar Donetsk
Kauã Gomes,Kauã Gomes,Kauã Gomes,2000487449,Foz do Iguaçu Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000487449.png,Operário PR
Kauã Jesus,Kauã Jesus,Kauã Jesus,19393056,Guarani Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19393056.png,Guarani
Kauã Moraes,Kauã Moraes da Silva,Kauã Moraes,2000454699,Cruzeiro Esporte Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000454699.png,Club Athletico Paranaense|Cruzeiro
Kauã Oliveira,Kauã Oliveira,Kauã Oliveira,2000287111,Sporting Clube de Portugal B,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000287111.png,Sporting CP II|Academico Viseu U23
Kauã Rocha,Kauã Rocha,Kauã Rocha,2000379453,Fortaleza Esporte Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000379453.png,Fortaleza
Kauê Alves,Kauê Alves,Kauê Alves,2000272198,Clube Desportivo de Mafra,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000272198.png,Mafra
Kauê Rodrigues,Kauê Rodrigues,Kauê Rodrigues,2000020542,Futebol Clube do Porto B,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000020542.png,Porto II
Kayke,Kayke,Kayke,19000626,Figueirense Futebol Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19000626.png,Fortaleza|Corinthians
Kayke David,Kayke David,Kayke David,2000112202,North District Football Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000112202.png,North District
Kayky,Kayky,Kayky,19408255,Sport Club Internacional,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19408255.png,Bahia
Kayky Almeida,Kayky Henrique Almeida Brandão da Silva,Kayky Almeida,2000117762,Clube do Remo,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000117762.png,Fluminense|Clube do Remo
Kaylan,Kaylan,Kaylan,2000147310,Club Sportivo Sergipe,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000147310.png,Sergipe
Kayque,Kayque,Kayque,19409728,Baniyas Sports & Cultural Club,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19409728.png,Bani Yas
Kayron,Kayron,Kayron,19270326,Kowloon City District Council,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19270326.png,Kowloon City
Keliton,Keliton,Keliton,2000403920,Agremiação Sportiva Arapiraquense,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000403920.png,ASA
Kelvin,Kelvin,Kelvin,19144895,Uthai Thani FC,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19144895.png,Botafogo SP|CRB|Uthai Thani
Kelvin Flórez,Kelvin Javier Flórez Mosquera,Kelvin Flórez,2000069656,Club Deportes Tolima S.A.,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000069656.png,Fortaleza CEIF FC|Tolima
Kenedy,Kenedy,Kenedy,19192323,Club de Fútbol Pachuca,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19192323.png,Pachuca
Keno,Keno,Keno,19219855,Coritiba Foot Ball Club SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19219855.png,Fluminense
Keny Arroyo,Keny Alexander Arroyo Alvarado,Keny Arroyo,2000238729,Cruzeiro Esporte Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000238729.png,Cruzeiro EC|Cruzeiro
Kessi,Kessi,Kessi,19303007,Kowloon City District Council,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19303007.png,Kowloon City
Kevin,Kevin,Kevin,2000031901,Fulham,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000031901.png,Avaí|CRB
Kevin Méndez,Alán Kevin Méndez Olivera,Kevin Méndez,78063260,Unión La Calera,100,https://sortitoutsi.b-cdn.net/uploads/face/face_78063260.png,Unión La Calera|CD Unión La Calera
Kevin Ramírez,Kevin Federik Ramírez Dutra,Kevin Ramírez,78066939,Associação Chapecoense de Futebol,100,https://sortitoutsi.b-cdn.net/uploads/face/face_78066939.png,Atlético GO|Amazonas FC
Kevyn,Kevyn,Kevyn,19352596,Londrina Esporte Clube SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19352596.png,Náutico|Londrina
Kevyson,Kevyson,Kevyson,2000207206,Associação Atlética Ponte Preta,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000207206.png,Ponte Preta
Khellven,Khellven Douglas Silva Oliveira,Khellven,19369351,Sociedade Esportiva Palmeiras,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19369351.png,Palmeiras|Sociedade Esportiva Palmeiras
Kike Saverio,Kike Saverio,Kike Saverio,67259832,Esporte Clube Vitória,100,https://sortitoutsi.b-cdn.net/uploads/face/face_67259832.png,Vitória
Kilian Toscano,Kilian Toscano,Kilian Toscano,2000188043,Independiente Santa Fe S.A.,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000188043.png,Santa Fe
Klaus,William Klaus,William Klaus,19269921,Operário Ferroviário Esporte Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19269921.png,Remo|Clube do Remo
Klebinho,Klebinho,Klebinho,19250975,Inter Club d'Escaldes,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19250975.png,Inter Club d'Escaldes
Kleiton,Kleiton,Kleiton,19013831,Holanda Esporte Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19013831.png,Paysandu
Klenisson,Klenisson,Klenisson,19284410,Sociedade Esportiva do Gama SAF,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19284410.png,CSA
Ktatau,Ktatau,Ktatau,2000130614,Grupo Desportivo de Chaves,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000130614.png,Chaves
L. Blondel,Lucas Blondel,Lucas Blondel,14183940,Club Atlético Huracán,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14183940.png,Boca Juniors|Club Atlético Boca Juniors
L. Klimowicz,Luca Klimowicz,Luca Klimowicz,2000139833,Club Sport Emelec,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000139833.png,Instituto AC Córdoba|Instituto
L. Lescano,Leandro Lescano,Leandro Lescano,2000259764,Club Atlético Huracán,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000259764.png,Club Atlético Huracán|Huracán
L. Magallán,Lisandro Magallán,Lisandro Magallán,14027418,Club Atlético Vélez Sarsfield,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14027418.png,Vélez Sarsfield|Club Atlético Vélez Sarsfield
L. Martínez Quarta,Lucas Martínez Quarta,Lucas Martínez Quarta,14110832,Club Atlético River Plate,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14110832.png,Club Atlético River Plate|River Plate
L. Molina,Lucas Molina,Lucas Molina,1915428169,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_1915428169.png,Ñublense U19|Nublense
L. Paredes,Luciano Paredes,Luciano Paredes,2000158631,Club Atlético Gimnasia y Esgrima de Mendoza,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000158631.png,Boca Juniors|CD Maipú
L. Ríos,Lucas Ríos,Lucas Ríos,14153907,Club Atlético Atlanta,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14153907.png,Banfield|Club Atlético Mitre de Santiago del Estero
L. Scipioni,Lorenzo Scipioni,Lorenzo Scipioni,2000145998,Olympiacos SF Piraeus,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000145998.png,Olympiacos Piraeus|CA Tigre
Landerson,Landerson,Landerson,2000274232,Moreirense Futebol Clube,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000274232.png,Moreirense
Larry Vásquez,Larry Vásquez Ortega,Larry Vásquez,76020698,Internacional de Bogotá,100,https://sortitoutsi.b-cdn.net/uploads/face/face_76020698.png,Amazonas|Amazonas FC
Laureano Marra,Laureano Marra,Laureano Marra,2000085273,Club Ferro Carril Oeste,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000085273.png,CA Colegiales
Lautaro Villegas,Lautaro Villegas,Lautaro Villegas,2000036013,Club Atlético Banfield,100,https://sortitoutsi.b-cdn.net/uploads/face/face_2000036013.png,CA Racing de Córdoba
Leandro,Leandro,Leandro,19207246,,100,https://sortitoutsi.b-cdn.net/uploads/face/face_19207246.png,
Leandro Allende,Leandro Allende,Leandro Allende,14228289,Club Atlético Colón de Santa Fe,100,https://sortitoutsi.b-cdn.net/uploads/face/face_14228289.png,Quilmes AC
Leandro Alves,Leandro Alves,Leandro Alves,19291153,Athletic Club SAF (MG),100,https://sortitoutsi.b-cdn.net/uploads/face/face_19291153.png,Athletic Club
