wyscout_name,fm_name,fm_id,fm_nation,match_score,logo_url
Ceará,Ceará Sporting Club,104749,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_104749.png
Cercle Brugge,KSV Cercle Brugge,184,Belgium,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_184.png
Cerrito,Club Sportivo Cerrito,5512780,Uruguay,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5512780.png
Cerro,Club Cerro Porteño,1445,Paraguay,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1445.png
Cerro Porteño,Club Cerro Porteño,1445,Paraguay,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1445.png
Chacaritas,Chacaritas Fútbol Club,2000004586,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000004586.png
Chanthaburi,Chanthaburi FC,1039598,Thailand,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1039598.png
Chapecoense,Associação Chapecoense de Futebol,301304,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_301304.png
Chaves,Grupo Desportivo de Chaves,1480,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1480.png
Cherno More,Cherno more Varna,138156,Bulgaria,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_138156.png
Chonburi,Chonburi FC,5637855,Thailand,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5637855.png
Chornomorets,Chornomorets Odesa,1884,Ukraine,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1884.png
Cianorte,Cianorte Futebol Clube SAF,314600,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_314600.png
Cienciano,Asociación Deportiva Fútbol Profesional Cienciano,308107,Peru,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_308107.png
Cincinnati,FC Cincinnati,20041327,The United States of America,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_20041327.png
Ciudad de Bolívar,Club Ciudad de Bolívar,14256018,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_14256018.png
Clube Andraus Brasil,Clube Andraus Brasil Ltda.,19069555,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_19069555.png
Cobán Imperial,CSD Cobán Imperial,308255,Guatemala,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_308255.png
Colegiales,Club Atlético Colegiales,951312,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_951312.png
Colón,Club Atlético Colón de Santa Fe,102462,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_102462.png
Comunicaciones,CSD Comunicaciones,102364,Guatemala,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_102364.png
Consadole Sapporo,Hokkaido Consadole Sapporo,107285,Japan,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_107285.png
Corinthians,Sport Club Corinthians Paulista,319,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_319.png
Coritiba,Coritiba Foot Ball Club SAF,104776,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_104776.png
Criciúma,Criciúma Esporte Clube,320,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_320.png
Cruz Azul Hidalgo,CD Cruz Azul Hidalgo,136018,,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_136018.png
Cruzeiro,Cruzeiro Esporte Clube SAF,321,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_321.png
Crvena Zvezda,FK Crvena zvezda Beograd,1955,Serbia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1955.png
Cuiabá,Cuiabá Esporte Clube SAF,318915,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_318915.png
Cúcuta Deportivo,Cúcuta Deportivo Fútbol Club S.A.,309346,Colombia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_309346.png
Daegu,Daegu FC,5705626,The Republic of Korea,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5705626.png
Daejeon Citizen,Daejeon Hana Citizen FC,130774,The Republic of Korea,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_130774.png
Danubio,Danubio Fútbol Club,1918,Uruguay,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1918.png
Defensa y Justicia,Club Social y Deportivo Defensa y Justicia,108526,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_108526.png
Defensor Sporting,Defensor Sporting Club,1919,Uruguay,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1919.png
Delfin,Delfín Sporting Club,5270169,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5270169.png
Deportes Limache,Club de Deportes Limache,75034130,Chile,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_75034130.png
Deportes Quindío,Deportes Quindío S.A.,130803,Colombia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_130803.png
Deportivo Cali,Club Profesional Deportivo Cali S.A.,421,Colombia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_421.png
Deportivo Cuenca,Club Deportivo Cuenca,120979,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_120979.png
Deportivo Madryn,Club Social y Deportivo Madryn,14031205,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_14031205.png
Deportivo Maldonado,Club Deportivo Maldonado,116309,Uruguay,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_116309.png
Deportivo Pasto,Club Profesional Deportivo Pasto S.A.,130800,Colombia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_130800.png
Deportivo Pereira,Sociedad Deportivo Pereira F.C. S.A.,308516,Colombia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_308516.png
Deportivo Recoleta,Club Deportivo Recoleta,5280218,Paraguay,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5280218.png
Deportivo Táchira,Deportivo Táchira F.C.,120998,Venezuela,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_120998.png
Domžale,NK Domžale,128652,Slovenia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_128652.png
ES Tunis,Espérance Sportive de Tunis,106858,Tunisia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_106858.png
East Bengal,SC East Bengal,130637,India,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_130637.png
Eastern,Eastern Athletic Association Football Team,133669,Hong Kong,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_133669.png
Eastern District,Eastern District Sports Association,7400960,Hong Kong,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_7400960.png
El Nacional,Club Deportivo El Nacional,109178,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_109178.png
Elfsborg,IF Elfsborg,1802,Sweden,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1802.png
Elversberg,SV Elversberg,121200,Germany,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_121200.png
Emelec,Club Sport Emelec,109177,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_109177.png
Emirates,Emirates Cultural & Sports Club,135435,The United Arab Emirates,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_135435.png
Envigado,Envigado Fútbol Club S.A.,120936,Colombia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_120936.png
Estrela Amadora,C.F. Estrela da Amadora,1473,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1473.png
Estudiantes de Mérida,Estudiantes de Mérida F.C.,109189,Venezuela,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_109189.png
Eyüpspor,İKAS Eyüpspor,130289,Türkiye,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_130289.png
Fafe,Associação Desportiva de Fafe,2410,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2410.png
Fagiano Okayama,Fagiano Okayama F.C.,786547,Japan,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_786547.png
Famalicão,Futebol Clube Famalicão,2397,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2397.png
Farense,Sporting Clube Farense,1485,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1485.png
Farul Constanţa,FCV Farul Constanţa,2000104441,Romania,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000104441.png
Fatih Karagümrük,Mısırlı.com.tr Fatih Karagümrük,458631,Türkiye,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_458631.png
Feirense,Clube Desportivo Feirense,2387,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2387.png
Fenerbahçe,Fenerbahçe A.Ş.,1870,Türkiye,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1870.png
Ferencváros,Ferencvárosi Torna Club,1055,Hungary,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1055.png
Figueirense,Figueirense Futebol Clube SAF,301306,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_301306.png
Flamengo,Clube de Regatas do Flamengo,322,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_322.png
Floriana,Floriana FC,1241,Malta,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1241.png
Fluminense,Fluminense Football Club,323,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_323.png
Fortaleza,Fortaleza Esporte Clube SAF,104750,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_104750.png
Francs Borains,Royal Francs Borains,527945,Belgium,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_527945.png
Fénix,Club Atlético Fénix,952727,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_952727.png
Galatasaray,Galatasaray A.Ş.,1871,Türkiye,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1871.png
Gama,Sociedade Esportiva do Gama SAF,121262,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_121262.png
Gangwon,Gangwon FC,66006663,The Republic of Korea,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_66006663.png
Genoa,Genoa C.F.C.,1132,Italy,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1132.png
Gil Vicente,Gil Vicente Futebol Clube,1481,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1481.png
Godoy Cruz,Club Deportivo Godoy Cruz Antonio Tomba,102491,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_102491.png
Goiás,Goiás Esporte Clube,102555,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_102555.png
Grêmio,Grêmio Foot-Ball Porto Alegrense,324,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_324.png
Grêmio Novorizontino,Grêmio Novorizontino SAF,19144990,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_19144990.png
Grêmio Prudente,Grêmio Desportivo Prudente,19042909,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_19042909.png
Guabirá,Club Deportivo Socio Cultural Guabirá,308103,Bolivia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_308103.png
Guarani,Guarani Futebol Clube,325,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_325.png
Guaraní,Guarani Futebol Clube,325,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_325.png
Guayaquil City,Guayaquil City Fútbol Club,80000716,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_80000716.png
Gyeongnam,Gyeongnam FC,5710867,The Republic of Korea,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5710867.png
Göztepe,Göztepe A.Ş.,130338,Türkiye,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_130338.png
Ha Noi,Ha Noi T&T,5639254,,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5639254.png
Hard,Fussballclub Hard,137977,Austria,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_137977.png
Hatta,Hatta Sports Club,135434,The United Arab Emirates,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_135434.png
Hearts,Hearts of Oak SC,1104147,Ghana,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1104147.png
Hellas Verona,Hellas Verona F.C.,2201,Italy,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2201.png
Henan,Henan FC,131162,The People's Republic of China,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_131162.png
Hobro,Hobro Idræts Klub,930210,Denmark,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_930210.png
Houston Dynamo,Houston Dynamo FC,72000112,The United States of America,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_72000112.png
Huracán,Club Atlético Huracán,88,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_88.png
Hwaseong,Hwaseong FC,66033365,The Republic of Korea,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_66033365.png
Ibiza,U.D. Ibiza,4212168,Spain,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_4212168.png
Imbabura,Imbabura Sporting Club,80000476,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_80000476.png
Independiente,Club Atlético Independiente,89,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_89.png
Independiente Rivadavia,Club Sportivo Independiente Rivadavia,3101453,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_3101453.png
Independiente del Valle,Club Deportivo Independiente del Valle,80001277,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_80001277.png
Inhumas,Inhumas Esporte Clube,19223517,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_19223517.png
Instituto,Instituto Atlético Central Córdoba,102485,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_102485.png
Inter Miami,Inter Miami CF,72052048,The United States of America,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_72052048.png
Inter de Limeira,Associação Atlética Internacional,104979,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_104979.png
Internacional,Sport Club Internacional,326,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_326.png
Itabaiana,Associação Olímpica de Itabaiana,301325,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_301325.png
Ituano,Ituano Futebol Clube,107216,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_107216.png
Iğdır FK,Alagöz Holding Iğdır Futbol Kulübü,70108557,Türkiye,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_70108557.png
Jaguares de Córdoba,Jaguares Fútbol Club S.A.,76034968,Colombia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_76034968.png
Johor Darul Ta'zim,Johor Darul Ta'zim FC,23195015,Malaysia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_23195015.png
Joinville,Joinville Esporte Clube,301310,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_301310.png
Junior,Club Deportivo Popular Junior F.C. S.A.,419,Colombia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_419.png
Juve Stabia,S.S. Juve Stabia,1138,Italy,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1138.png
Juventud,Club Atlético Juventud (Las Piedras),130848,Uruguay,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_130848.png
Juventude,Esporte Clube Juventude,327,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_327.png
Juventus,Juventus F.C.,1139,Italy,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1139.png
Juárez,Fútbol Club Juárez,51051219,Mexico,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_51051219.png
Kairat,Qaırat Almaty,484442,Kazakhstan,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_484442.png
Kalamata,PS Kalamata,1300567,Greece,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1300567.png
Kapaz,Kəpəz Peşakar Futbol Klubu,59008177,Azerbaijan,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_59008177.png
Karpaty,Karpaty Lviv,2000053380,Ukraine,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000053380.png
Karviná,MFK Karviná,1300307,Czechia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1300307.png
Kitchee,Kitchee Sports Club,133674,Hong Kong,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_133674.png
Konyaspor,Tümosan Konyaspor,130344,Türkiye,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_130344.png
Kowloon City,Kowloon City District Council,5623925,Hong Kong,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5623925.png
Krasnodar,FK Krasnodar,58029064,Russia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_58029064.png
LASK,Linzer ASK,154,Austria,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_154.png
La Luz,La Luz Fútbol Club,5512782,Uruguay,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5512782.png
La Serena,Deportes La Serena,130796,Chile,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_130796.png
Lagarto,Club Atlético Compañía General de Salto,14057743,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_14057743.png
Lanús,Club Atlético Lanús,90,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_90.png
Las Palmas,U.D. Las Palmas,1772,Spain,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1772.png
Laçi,Klubi i Futbollit Laçi,68,Albania,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_68.png
Lee Man,Lee Man Football Club,23405909,Hong Kong,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_23405909.png
Leixões,Leixões Sport Clube,2406,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2406.png
Leones del Norte,Leones Fútbol Club,2000076131,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000076131.png
Levadia,FC Levadia Tallinn,121267,,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_121267.png
Levski Sofia,PFC Levski Sofia,349,Bulgaria,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_349.png
León,Club León,1259,Mexico,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1259.png
Libertad,Club Libertad,5280161,Paraguay,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5280161.png
Liefering,FC Liefering,16123919,Austria,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_16123919.png
Linense,Real Balompédica Linense,4212111,Spain,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_4212111.png
Livyi Bereh,Livyi Bereh Kyiv,2000032124,Ukraine,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000032124.png
Llaneros,Club Llaneros S.A.,76033284,Colombia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_76033284.png
Lokomotiv Plovdiv,Lokomotiv 1926 Plovdiv,351,Bulgaria,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_351.png
Londrina,Londrina Esporte Clube SAF,900678,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_900678.png
Los Angeles Galaxy,LA Galaxy,1907,The United States of America,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1907.png
Ludogorets,Ludogorets 1945 Razgrad,22003969,Bulgaria,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_22003969.png
Lugano,FC Lugano,1850,Switzerland,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1850.png
Luverdense,Luverdense Esporte Clube,8832317,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_8832317.png
Luzern,FC Luzern,1851,Switzerland,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1851.png
Macará,Club Social y Deportivo Macará,131108,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_131108.png
Mafra,Clube Desportivo de Mafra,736258,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_736258.png
Magallanes,Deportes Magallanes,130797,Chile,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_130797.png
Malacateco,CD Malacateco,87000504,Guatemala,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_87000504.png
Mamelodi Sundowns,Mamelodi Sundowns Football Club,1644,South Africa,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1644.png
Manta,Manta Fútbol Club,5270358,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5270358.png
Mantova,Mantova 1911,700198,Italy,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_700198.png
Marathón,CD Marathón,308276,Honduras,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_308276.png
Marcílio Dias,Clube Náutico Marcílio Dias,301316,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_301316.png
Marialvas,Clube de Futebol Os Marialvas,4100014,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_4100014.png
Maricá,Maricá Futebol Clube,19344101,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_19344101.png
Maringá,Maringá Futebol Clube SAF,19145268,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_19145268.png
Marítimo,Clube Sport Marítimo,1476,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1476.png
Mazatlán,Mazatlán Fútbol Club,2000017276,Mexico,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000017276.png
Medellín,El Equipo del Pueblo S.A.,425,Colombia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_425.png
Melgar,Football Club Melgar,303815,Peru,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_303815.png
Metaloglobus,FC Metaloglobus Bucureşti,57061123,Romania,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_57061123.png
Millonarios,Azul y Blanco Millonarios Fútbol Club S. A.,426,Colombia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_426.png
Miramar Misiones,Club Sportivo Miramar Misiones,5512559,Uruguay,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5512559.png
Mirandela,Sport Clube de Mirandela,2455,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2455.png
Mirandés,C.D. Mirandés,4212197,Spain,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_4212197.png
Mirassol,Mirassol Futebol Clube,301344,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_301344.png
Monagas,Monagas Sport Club,5300223,Venezuela,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5300223.png
Monsoon FC,Monsoon Futebol Clube,2000172789,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000172789.png
Monza,A.C. Monza,1149,Italy,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1149.png
Moreirense,Moreirense Futebol Clube,2389,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2389.png
Municipal,Club Centro Deportivo Municipal,1446,Peru,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1446.png
Mushuc Runa,Mushuc Runa Sporting Club,86018286,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_86018286.png
Móstoles,C.D. Móstoles U.R.J.C.,67196154,Spain,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_67196154.png
Nacional,Club Nacional de Football,1921,Uruguay,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1921.png
Nacional Potosí,Club Atlético Nacional Potosí,86005823,Bolivia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_86005823.png
Nakhon Ratchasima,Nakhon Ratchasima Mazda FC,5637857,Thailand,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5637857.png
Napoli,S.S.C. Napoli,1150,Italy,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1150.png
Necaxa,Deportivo Necaxa,1258,Mexico,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1258.png
New York City,New York City FC,72041885,The United States of America,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_72041885.png
Noroeste,Esporte Clube Noroeste,303612,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_303612.png
North District,North District Football Club,5638118,Hong Kong,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5638118.png
North Texas,North Texas SC,20047516,The United States of America,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_20047516.png
Nova Iguaçu,Nova Iguaçu Futebol Clube,311107,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_311107.png
Novo Hamburgo,Esporte Clube Novo Hamburgo,308628,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_308628.png
Nueva Chicago,Club Atlético Nueva Chicago,102486,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_102486.png
Náutico,Clube Náutico Capibaribe,328,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_328.png
Nürnberg,1. FC Nürnberg,899,Germany,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_899.png
Oeste,Argentino Oeste Fútbol Club de San Nicolás,14037197,Argentina,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_14037197.png
Olimpia,Club Olimpia,102924,Paraguay,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_102924.png
Olimpija,NK Olimpija Ljubljana,1639,Slovenia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1639.png
Oliveira Hospital,Futebol Clube de Oliveira de Hospital,2463,Portugal,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2463.png
Olmedo,Centro Deportivo Olmedo,131111,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_131111.png
Olympiakos,Olympiacos SF Piraeus,981,Greece,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_981.png
Once Caldas,Once Caldas S.A.,420,Colombia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_420.png
Orenburg,FC Orenburg,58127493,Russia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_58127493.png
Orense,Orense Sporting Club,86047634,Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_86047634.png
Oţelul,ACS Suporter Club Oţelul Galaţi,57152989,Romania,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_57152989.png
PAOK,AS PAOK Salonika,982,Greece,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_982.png
PSBS Biak Numfor,PSBS Biak,41001022,Indonesia,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_41001022.png
Pachuca,Club de Fútbol Pachuca,116204,Mexico,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_116204.png
Padova,Calcio Padova,1154,Italy,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1154.png
Pafos,Pafos FC,26031118,Cyprus,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_26031118.png
Palmeiras,Sociedade Esportiva Palmeiras,329,Brazil,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_329.png
Panathinaikos,Panathinaikos AO,983,Greece,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_983.png
Panionios,GSS Panionios,984,Greece,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_984.png
Panserraikos,MGS Panserraikos,129666,Greece,95,https://sortitoutsi.b-cdn.net/uploads/logo/logo_129666.png
